"사업장","공장","SafeSeal타입","반입번호","제조오더번호","SN","기존 SN","신규 SN","사용자재목록","사용수량목록","최종공정","상태"
"HSIONES","P2","CHEM SOAK","260430-072-2","T226043000103","A0506293 231454602","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260430-072-3","T226043000104","A0506293 223715810","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260430-072-4","T226043000105","A0506293 219353627","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260430-073-1","T226043000131","A0529179 143726611","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260430-073-2","T226043000132","A0529179 147504003","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260430-073-2","T226043000132","A0529179 147504003","9000040639 1020 00007","9000040639 3520 00023","A0526894","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260430-073-3","T226043000133","A0529179 147504001","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260430-072-5","T226043000134","A0506293 193585113","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260430-072-6","T226043000135","A0506293 173605608","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260504-072-1","T226050400034","A0506293 219353623","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260504-072-1","T226050400034","A0506293 219353623","9000040639 0823 00739","9000174472 5025 20035","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260504-072-2","T226050400035","A0506293 226560008","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-1","T226050600067","A0506293 219353613","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-2","T226050600068","A0506293 240003103","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-3","T226050600069","A0506293 246714906","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-4","T226050600070","A0506293 212436903","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-4","T226050600070","A0506293 212436903","9000174472 1524 20004","9000174472 4325 20002","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-5","T226050600071","A0506293 231454609","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-5","T226050600071","A0506293 231454609","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-6","T226050600072","A0506293 219114402","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-6","T226050600072","A0506293 219114402","9000174472 2025 01442","9000174472 4225 20026","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-7","T226050600073","A0506293 219353630","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-7","T226050600073","A0506293 219353630","9000040639 2423 20042","9000174472 4125 01684","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-8","T226050600074","A0506293 226560007","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-9","T226050600075","A0506293 219353617","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-10","T226050600076","A0506293 242241701","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-11","T226050600077","A0506293 242241703","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-11","T226050600077","A0506293 242241703","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-12","T226050600078","A0506293 234923609","9000040639 3223 20033","9000174472 5025 20024","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-12","T226050600078","A0506293 234923609","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-13","T226050600079","A0506293 238339802","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-14","T226050600080","A0506293 222247010","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-15","T226050600081","A0506293 213557404","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-16","T226050600082","A0506293 219353625","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-17","T226050600083","A0506293 222247001","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-18","T226050600084","A0506293 240003110","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-071-21","T226050600172","A0505752 196455918","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-19","T226050600173","A0506293 246714817","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-20","T226050600174","A0506293 193585119","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-21","T226050600175","A0506293 233207209","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-22","T226050600176","A0506293 129499618","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-23","T226050600177","A0506293 233207218","9000174472 3825 20024","9000174472 4325 20011","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-23","T226050600177","A0506293 233207218","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-072-24","T226050600178","A0506293 246714825","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-25","T226050600179","A0503421 125139909","9000174472 4425 01611","9000174472 4225 20013","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-25","T226050600179","A0503421 125139909","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-26","T226050600180","A0506293 137485321","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-26","T226050600180","A0506293 137485321","9000174472 0624 20005","9000174472 4425 01820","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260506-072-26","T226050600180","A0506293 137485321","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260506-071-16","T226050700016","A0503419 129499715","","","","","WET","작업대기"
"HSIONES","P2","CHEM SOAK","260506-071-19","T226050700019","A0505752 196455921","","","","","WET","작업대기"
"HSIONES","P2","REFURB","260507-072-1","T226050700118","A0506293 212436911","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-1","T226050700118","A0506293 212436911","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-2","T226050700119","A0506293 219353612","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-2","T226050700119","A0506293 219353612","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-3","T226050700120","A0506293 212436920","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-3","T226050700120","A0506293 212436920","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-4","T226050700121","A0506293 212436913","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-4","T226050700121","A0506293 212436913","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-5","T226050700122","A0506293 219353608","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-6","T226050700123","A0506293 234923617","","","A0493043","3","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-6","T226050700123","A0506293 234923617","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-6","T226050700123","A0506293 234923617","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-7","T226050700124","A0506293 231454604","9000174472 2525 01598","9000174472 4625 20042","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-7","T226050700124","A0506293 231454604","","","A0491889","2","출하검사","작업완료"
"HSIONES","P2","REFURB","260507-072-7","T226050700124","A0506293 231454604","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-8","T226050700125","A0506293 213557415","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-9","T226050700126","A0503421 125440617","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-11","T226050700128","A0506293 233207201","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-12","T226050700129","A0506293 246714804","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-13","T226050700130","A0503421 127457602","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-14","T226050700131","A0506293 173605606","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-15","T226050700132","A0506293 246714822","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-16","T226050700133","A0506293 233207202","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-17","T226050700134","A0506293 233207211","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-18","T226050700135","A0506293 246714808","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260507-072-10","T226050700139","A0506293 137079709","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260508-072-1","T226050800162","A0506293 241063309","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260508-072-2","T226050800163","A0506293 240003010","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260508-072-3","T226050800164","A0506293 240003013","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260508-072-4","T226050800165","A0506293 240003017","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260508-072-5","T226050800166","A0506293 241063316","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260508-072-6","T226050800167","A0506293 241063302","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260508-072-7","T226050800168","A0506293 240003018","9000174472 1225 20023","9000174472 4625 20020","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260508-072-7","T226050800168","A0506293 240003018","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260508-072-8","T226050800169","A0506293 241063310","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260508-072-9","T226050800170","A0506293 178290313","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260508-072-10","T226050800171","A0506293 160277805","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260508-072-11","T226050800172","A0506293 193585114","9000174472 5125 01809","9000174472 4425 01823","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260508-072-11","T226050800172","A0506293 193585114","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260511-072-1","T226051100219","A0506293 234923612","","","A0491889","2","출하검사","작업완료"
"HSIONES","P2","REFURB","260511-072-1","T226051100219","A0506293 234923612","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260511-072-2","T226051100220","A0506293 223715803","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260511-072-2","T226051100220","A0506293 223715803","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260511-072-3","T226051100221","A0506293 137079703","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260511-072-3","T226051100221","A0506293 137079703","","","A0491889","2","출하검사","작업완료"
"HSIONES","P2","REFURB","260511-072-4","T226051100222","A0506293 173605602","9000174472 1924 20009","9000174472 2525 01600","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260511-072-4","T226051100222","A0506293 173605602","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260512-072-1","T226051200117","A0506293 223715715","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260512-072-1","T226051200117","A0506293 223715715","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260512-072-2","T226051200118","A0506293 242241702","","","A0491889","2","출하검사","작업완료"
"HSIONES","P2","REFURB","260512-072-2","T226051200118","A0506293 242241702","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260512-072-3","T226051200119","A0506293 219353615","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260512-072-3","T226051200119","A0506293 219353615","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260512-072-6","T226051200134","A0503421 127457601","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260512-072-7","T226051200135","A0503421 815801014","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260512-072-7","T226051200135","A0503421 815801014","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-1","T226051300016","A0506293 213557416","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-2","T226051300017","A0506293 213557421","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-3","T226051300109","A0506293 137079701","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-4","T226051300110","A0503421 125440601","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-5","T226051300111","A0503421 121881901","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-6","T226051300112","A0506293 246714821","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-7","T226051300113","A0506293 178290316","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260513-072-8","T226051300114","A0506293 127487013","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260513-072-8","T226051300114","A0506293 127487013","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-9","T226051300115","A0506293 246714826","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-10","T226051300116","A0503421 121881904","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260513-072-11","T226051300117","A0506293 137485312","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260513-072-11","T226051300117","A0506293 137485312","","","A0493043","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260513-072-11","T226051300117","A0506293 137485312","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-13","T226051300119","A0506293 194118907","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260513-072-12","T226051300120","A0503421 127457603","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260515-071-2","T226051500156","A0508175 142186014","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260515-071-3","T226051500157","A0508175 142186013","","","","","출하검사","작업대기"
"HSIONES","P2","CHEM SOAK","260518-072-1","T226051800069","A0506293 193585110","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260518-072-2","T226051800070","A0506293 235632803","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260518-072-3","T226051800071","A0506293 193585104","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260518-072-4","T226051800072","A0506293 194118911","9000174472 4723 20002","9000174472 4425 01803","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260518-072-4","T226051800072","A0506293 194118911","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260518-072-5","T226051800073","A0506293 160277822","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260518-072-6","T226051800074","A0506293 233207219","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260518-072-7","T226051800075","A0506293 193585103","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260518-072-8","T226051800076","A0506293 137485308","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260518-072-9","T226051800077","A0506293 137079714","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260518-072-10","T226051800078","A0506293 160277820","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260518-072-11","T226051800079","A0506293 178290308","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260518-072-12","T226051800080","A0506293 137485305","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-1","T226051900140","A0506293 222247009","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260519-072-2","T226051900141","A0506293 222247013","9000174472 1225 20015","9000174472 4325 20029","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260519-072-2","T226051900141","A0506293 222247013","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-3","T226051900142","A0506293 226560004","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-4","T226051900143","A0506293 240003112","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-5","T226051900144","A0506293 234923608","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-6","T226051900145","A0506293 222247003","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-7","T226051900146","A0506293 238339803","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-8","T226051900147","A0506293 231454601","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-9","T226051900148","A0506293 233207222","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-10","T226051900149","A0506293 129499623","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-11","T226051900150","A0506293 178290318","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-12","T226051900151","A0506293 129499612","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-13","T226051900152","A0506293 137485311","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260519-072-14","T226051900153","A0506293 127487016","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260520-072-1","T226052000080","A0506293 219114413","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260520-072-2","T226052000081","A0506293 237274202","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260520-072-3","T226052000082","A0506293 240003117","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260520-072-4","T226052000083","A0506293 219114404","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260521-072-1","T226052100116","A0506293 129499616","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260521-072-2","T226052100117","A0506293 178290315","900040639 1523 00921","9000174472 4425 20021","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260521-072-2","T226052100117","A0506293 178290315","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260521-072-3","T226052100118","A0506293 160277818","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260521-072-3","T226052100118","A0506293 160277818","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260521-072-4","T226052100119","A0506293 160277819","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260521-072-5","T226052100120","A0506293 235632801","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260521-072-6","T226052100121","A0506293 234923604","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260521-072-7","T226052100122","A0506293 212436901","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260521-071-1","T226052100131","A0496495 182789205","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260521-071-2","T226052100132","A0496495 171644928","","","","","WET","작업중"
"HSIONES","P2","WIPE DOWN","260521-071-3","T226052100133","A0496495 173426306","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260521-071-4","T226052100134","A0563802 165294216","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260521-071-5","T226052100135","A0496495 171156006","","","","","WET","작업중"
"HSIONES","P2","WIPE DOWN","260521-071-6","T226052100136","A0496495 169372510","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260526-072-2","T226052600159","A0506293 160277806","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260526-072-2","T226052600159","A0506293 160277806","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260526-072-3","T226052600160","A0506293 193585117","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-1","T226052700216","A0506293 219353604","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-2","T226052700217","A0506293 219353619","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-3","T226052700218","A0506293 237274206","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260527-072-4","T226052700219","A0506293 246714910","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260527-072-4","T226052700219","A0506293 246714910","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-5","T226052700220","A0506293 212436906","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-6","T226052700221","A0506293 237274204","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-7","T226052700222","A0506293 223715812","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-8","T226052700223","A0506293 212436916","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-9","T226052700224","A0506293 212436909","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-10","T226052700225","A0506293 226560011","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260527-072-11","T226052700226","A0506293 226560002","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260527-072-11","T226052700226","A0506293 226560002","9000040639 2123 01011","9000174472 4425 01792","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260527-072-11","T226052700226","A0506293 226560002","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-12","T226052700227","A0506293 232489307","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-13","T226052700228","A0506293 219353605","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-14","T226052700229","A0506293 232489303","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-15","T226052700230","A0506293 222247014","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-16","T226052700231","A0506293 222247018","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-17","T226052700232","A0506293 219353609","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-18","T226052700233","A0506293 223715712","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-19","T226052700234","A0506293 246714902","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-20","T226052700235","A0506293 246714812","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-21","T226052700236","A0506293 246714913","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-22","T226052700237","A0506293 223715807","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-23","T226052700238","A0506293 129499609","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260527-072-24","T226052700239","A0503421 125139906","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260527-072-24","T226052700239","A0503421 125139906","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260527-072-24","T226052700239","A0503421 125139906","9000174472 2125 20017","9000174472 4625 20041","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-25","T226052700240","A0506293 193585106","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-26","T226052700241","A0503421 121881903","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-27","T226052700242","A0506293 137485319","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-28","T226052700243","A0506293 233207208","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-29","T226052700244","A0503421 127457606","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-30","T226052700245","A0506293 127487005","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-31","T226052700246","A0503421 125440607","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260527-072-32","T226052700247","A0503421 127457610","9000040639 2823 01091","9000174472 4425 20009","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260527-072-32","T226052700247","A0503421 127457610","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-33","T226052700248","A0506293 246714820","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-34","T226052700249","A0503421 815801077","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-35","T226052700250","A0506293 233207214","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-36","T226052700251","A0506293 137485312","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-39","T226052700252","A0506293 137079710","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-40","T226052700253","A0506293 178901402","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-38","T226052800001","A0506293 178290302","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260527-072-37","T226052800002","A0506293 160277816","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260526-072-1","T226052800027","A0506293 237274105","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260528-072-1","T226052800044","A0506293 234923616","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260528-072-2","T226052800045","A0506293 213557409","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260528-072-3","T226052800046","A0506293 226560001","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260528-071-4","T226052800050","A0508175 142186009","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260528-071-5","T226052800051","A0508175 142186006","","","","","WET","작업대기"
"HSIONES","P2","REFURB","260528-072-4","T226052800112","A0496495 129764504","9000040639 1819 20023 ","9000174472 4625 20040","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260528-072-4","T226052800112","A0496495 129764504","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260528-072-5","T226052800113","A0506293 237274107","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260528-072-6","T226052800114","A0506293 194118908","9000174472 1724 20014","9000174472 4625 20030","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260528-072-6","T226052800114","A0506293 194118908","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260528-072-7","T226052800115","A0506293 246714830","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260528-072-8","T226052800123","A0506293 129499603","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260528-072-8","T226052800123","A0506293 129499603","9000174472 4625 20016","9000174472 4425 20022","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260601-072-1","T226060100139","A0506293 137485317","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260601-072-2","T226060100140","A0506293 127487008","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260601-072-3","T226060100141","A0506293 193585111","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260601-072-4","T226060100142","A0506293 246714813","","","","","출하검사","작업완료"
