"사업장","공장","SafeSeal타입","반입번호","제조오더번호","SN","기존 SN","신규 SN","사용자재목록","사용수량목록","최종공정","상태"
"HSIONES","P2","REFURB","260414-071-1","T226041400065","A0508175 142639912","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260414-071-1","T226041400065","A0508175 142639912","9000040639 1322 00481","9000174472 4925 01209","A0453501","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260414-071-2","T226041400066","A0508175 142639913","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260414-071-2","T226041400066","A0508175 142639913","9000040639 0922 00483","9000174472 4925 01200","A0453501","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260414-071-3","T226041400067","A0508175 144780406","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260414-071-3","T226041400067","A0508175 144780406","9000040639 2619 20018","9000174472 4925 01195","A0453501","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260414-071-4","T226041400068","A0508175 144780407","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260414-071-4","T226041400068","A0508175 144780407","9000040639 5121 00435","9000174472 4925 01198","A0453501","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260414-071-5","T226041400069","A0508175 142639910","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260414-071-5","T226041400069","A0508175 142639910","","","A0477606","1","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260414-071-6","T226041400070","A0596863 237436415","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260415-072-1","T226041500043","A0506293 212436901","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260415-072-1","T226041500043","A0506293 212436901","9000040639 1023 00784","9000174472 4125 01672","A0435265","1","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260415-072-2","T226041500044","A0506293 219114417","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260415-072-3","T226041500045","A0506293 219353606","9000174472 0726 20022","9000174472 4225 20007","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260415-072-3","T226041500045","A0506293 219353606","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260415-072-4","T226041500046","A0506293 219353614","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260415-072-5","T226041500047","A0506293 212436919","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260415-072-6","T226041500048","A0506293 237274205","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260415-072-7","T226041500049","A0506293 219353601","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260415-072-8","T226041500050","A0506293 228614301","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260415-072-8","T226041500050","A0506293 228614301","9000040639 2323 01032","9000174472 4225 01769","A0435265","1","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260415-072-9","T226041500051","A0506293 222247007","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260415-072-10","T226041500052","A0506293 237274203","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260416-072-5","T226041600164","A0506293 127487008","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-072-6","T226041600165","A0506293 237274110","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260416-072-7","T226041600166","A0506293 127487021","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260416-072-8","T226041600167","A0506293 193585106","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260416-072-8","T226041600167","A0506293 193585106","9000174472 2225 20009","9000174472 4225 20002","A0435265","1","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-072-9","T226041600168","A0503421 125440619","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-072-10","T226041600169","A0496495 127487014","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260416-072-11","T226041600170","A0496495 133031101","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-072-12","T226041600171","A0496495 133031110","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-072-13","T226041600172","A0496495 133031109","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-072-14","T226041600173","A0496495 127487018","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-072-1","T226041600174","A0506293 226560013","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-072-2","T226041600175","A0506293 212436907","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-072-3","T226041600176","A0506293 246714911","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-072-4","T226041600177","A0506293 222247002","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-071-1","T226041600178","A0503419 130895018","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-071-2","T226041600179","A0503419 125037302","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-071-3","T226041600180","A0503419 130895019","","","","","WET","작업중"
"HSIONES","P2","WIPE DOWN","260416-071-4","T226041600181","A0503419 130895006","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-071-5","T226041600182","A0503419 125037310","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260416-071-6","T226041600183","A0503419 125037305","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-2","T226041700091","A0506293 212436910","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-2","T226041700091","A0506293 212436910","9000040639 1723 00966","9000174472 5125 01789","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-4","T226041700093","A0506293 240003112","9000174472 1125 20013","9000174472 5025 20015","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-4","T226041700093","A0506293 240003112","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-5","T226041700094","A0506293 234923618","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-5","T226041700094","A0506293 234923618","9000174472 4423 20009","9000174472 5025 20031","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-6","T226041700096","A0506293 160277801","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-6","T226041700096","A0506293 160277801","9000040639 3422 20003","9000174472 5025 20036","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-7","T226041700097","A0506293 173605604","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-7","T226041700097","A0506293 173605604","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-7","T226041700097","A0506293 173605604","9000174472 3525 20006","9000174472 5025 20022","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260417-072-8","T226041700098","A0506293 137485313","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-9","T226041700099","A0506293 194118906","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260417-072-9","T226041700099","A0506293 194118906","9000174472 0725 20009","9000174472 5025 20026","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260420-072-2","T226042000058","A0506293 213557418","9000040639 2123 00999","9000174472 5025 20029","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260420-072-2","T226042000058","A0506293 213557418","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260420-072-3","T226042000059","A0506293 219114414","9000040639 3223 20011","9000174472 4525 20018","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260420-072-3","T226042000059","A0506293 219114414","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260420-072-4","T226042000060","A0506293 194118903","9000040639 4722 00515","9000174472 5025 20010","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260420-072-4","T226042000060","A0506293 194118903","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260421-071-1","T226042100099","A0496495 181479013","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260421-071-2","T226042100100","A0496495 179773105","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260421-071-3","T226042100101","A0563802 180674017","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260421-071-4","T226042100102","A0563802 169372516","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-1","T226042100103","A0506293 223715701","9000174472 1024 20002","9000174472 4325 20043","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-1","T226042100103","A0506293 223715701","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-2","T226042100104","A0506293 212436908","9000174472 2725 20016","9000174472 4425 20025","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-2","T226042100104","A0506293 212436908","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-3","T226042100105","A0506293 231454616","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-3","T226042100105","A0506293 231454616","9000174472 2325 01453","9000174472 4425 20004","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260421-072-4","T226042100106","A0506293 223715801","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-5","T226042100107","A0506293 223715717","9000040639 2423 20032","9000174472 4525 20016","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-5","T226042100107","A0506293 223715717","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-6","T226042100108","A0506293 226560014","900040639 2523 01049","9000174472 4125 01687","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-6","T226042100108","A0506293 226560014","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260421-072-7","T226042100109","A0506293 246714904","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-8","T226042100110","A0506293 219353634","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-8","T226042100110","A0506293 219353634","9000174472 1725 20017","9000174472 4525 20015","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-9","T226042100111","A0506293 240003116","9000174472 4425 01868","9000174472 0625 20003","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-9","T226042100111","A0506293 240003116","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260421-072-10","T226042100112","A0506293 234923601","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-11","T226042100113","A0506293 231454618","9000174472 2625 20030","9000174472 5025 20034","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260421-072-11","T226042100113","A0506293 231454618","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260421-072-12","T226042100114","A0506293 212436902","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-1","T226042200189","A0506293 222247005","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-1","T226042200189","A0506293 222247005","9000174472 0726 20015","9000174472 4425 20026","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-2","T226042200194","A0506293 223715708","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-2","T226042200194","A0506293 223715708","9000040639 2323 20022","9000174472 4925 20008","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260422-072-3","T226042200197","A0506293 226560001","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-4","T226042200198","A0506293 213557415","9000174472 0624 20031","9000174472 5025 20028","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-4","T226042200198","A0506293 213557415","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-5","T226042200199","A0506293 234923604","9000040639 3123 20017","9000174472 4925 20005","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-5","T226042200199","A0506293 234923604","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260422-072-6","T226042200200","A0506293 237274207","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-7","T226042200201","A0506293 223715702","9000174472 2525 20050","9000174472 4125 01685","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-7","T226042200201","A0506293 223715702","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260422-072-8","T226042200202","A0506293 226560004","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-9","T226042200203","A0506293 238339803","9000174472 1025 01293","9000174472 5125 01850","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-9","T226042200203","A0506293 238339803","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260422-072-10","T226042200204","A0506293 219353607","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-11","T226042200205","A0506293 231454612","9000174472 0426 20025","9000174472 4225 01762","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-11","T226042200205","A0506293 231454612","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-12","T226042200206","A0506293 212436904","9000174472 2525 01591","9000174472 4425 20007","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-12","T226042200206","A0506293 212436904","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-13","T226042200207","A0506293 240003113","9000174472 1125 20028","9000174472 4525 20014","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-13","T226042200207","A0506293 240003113","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-14","T226042200263","A0506293 137485303","9000174472 3425 20031","9000174472 4425 20013","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-14","T226042200263","A0506293 137485303","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-15","T226042200264","A0506293 194118905","9000174472 0424 20029","9000174472 4425 20003","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-15","T226042200264","A0506293 194118905","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-16","T226042200265","A0506293 129499602","9000174472 3225 01677","9000174472 5125 01846","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-16","T226042200265","A0506293 129499602","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-19","T226042200268","A0506293 178290312","9000174472 2025 20014","9000174472 5025 20021","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-072-19","T226042200268","A0506293 178290312","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260422-072-22","T226042200271","A0506293 137079705","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-071-7","T226042200278","A0618162 220511514","9000174472 2625 00165","9000174472 1026 00999","A0580262","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260422-071-7","T226042200278","A0618162 220511514","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-071-1","T226042300001","A0596863 237436416","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-071-1","T226042300001","A0596863 237436416","","","A0473041","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-071-1","T226042300001","A0596863 237436416","9000174472 3125 01535","9000174472 0326 01610","A0453501","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-071-3","T226042300003","A0618162 225381406","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-071-3","T226042300003","A0618162 225381406","9000173496 2274 1024","9000174472 1026 00096","A0580262","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-072-1","T226042300022","A0506293 213557410","9000040639 1723 00950","9000174472 5125 01804","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-072-1","T226042300022","A0506293 213557410","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-072-2","T226042300023","A0506293 223715710","9000174472 1425 20023","9000174472 5125 01785","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-072-2","T226042300023","A0506293 223715710","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-072-3","T226042300024","A0506293 232489301","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-072-3","T226042300024","A0506293 232489301","9000040639 2323 01023","9000174472 4925 20009","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-072-4","T226042300025","A0506293 223715711","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260423-072-4","T226042300025","A0506293 223715711","9000040639 2323 20035","9000174472 5125 01797","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-072-12","T226042400034","A0506293 223715804","9000174472 1025 20021","9000174472 5125 01791","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-072-12","T226042400034","A0506293 223715804","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260424-072-13","T226042400035","A0506293 231454610","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-072-14","T226042400036","A0506293 219353624","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-072-14","T226042400036","A0506293 219353624","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-072-14","T226042400036","A0506293 219353624","9000174472 3425 20017","9000174472 5125 01793","A0435265","1","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260424-072-1","T226042400052","A0506293 237274109","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260424-072-2","T226042400053","A0506293 137485316","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260424-072-3","T226042400054","A0506293 178290311","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260424-072-4","T226042400055","A0506293 246714807","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260424-072-5","T226042400056","A0506293 127487017","","","","","WET","작업중"
"HSIONES","P2","REFURB","260424-072-6","T226042400057","A0506293 237274102","9000174472 4523 20017","9000174472 5125 01794","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-072-6","T226042400057","A0506293 237274102","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-072-8","T226042400059","A0506293 193585118","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-072-8","T226042400059","A0506293 193585118","9000174472 3225 20004","9000174472 4325 20007","A0435265","1","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260424-072-9","T226042400060","A0506293 235632807","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-072-10","T226042400061","A0506293 235632802","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-072-10","T226042400061","A0506293 235632802","9000174472 1924 20022","9000174472 4825 20042","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260424-072-11","T226042400062","A0506293 237274101","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-071-1","T226042400063","A0618162 236698801","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-071-3","T226042400065","A0618162 217959506","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-071-4","T226042400066","A0618162 224131013","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-071-4","T226042400066","A0618162 224131013","","","A0520478","5","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-071-5","T226042400067","A0618162 229959801","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-071-6","T226042400068","A0618162 223706208","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-071-7","T226042400069","A0618162 209513605","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-071-8","T226042400070","A0618162 133040410","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260424-071-8","T226042400070","A0618162 133040410","","","A0520478","5","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260427-071-1","T226042700093","A0496495 179773108","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260427-071-2","T226042700094","A0496495 171156009","","","","","WET","작업중"
"HSIONES","P2","WIPE DOWN","260427-071-3","T226042700095","A0496495 168846624","","","","","WET","작업중"
"HSIONES","P2","WIPE DOWN","260427-071-4","T226042700096","A0496495 182789207","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260427-071-5","T226042700097","A0496495 182789208","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260427-071-6","T226042700098","A0496495 173426301","","","","","WET","작업중"
"HSIONES","P2","CHEM SOAK","260427-071-7","T226042700099","A0596863 237436412","","","A0473041","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260427-071-8","T226042700100","A0508175 142186010","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260427-071-8","T226042700100","A0508175 142186010","9000040639 4718 20020","9000174472 3425 01547","A0453501","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260427-072-1","T226042700101","A0506293 240003114","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260427-072-2","T226042700102","A0506293 246714903","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260427-072-3","T226042700103","A0506293 232489306","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260427-072-4","T226042700104","A0506293 213557422","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260427-072-5","T226042700105","A0506293 246714915","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260427-072-6","T226042700106","A0506293 222247016","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260427-072-7","T226042700107","A0506293 240003109","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260427-072-8","T226042700108","A0506293 127487023","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260427-072-9","T226042700109","A0506293 137485315","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260427-072-10","T226042700110","A0506293 129499604","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260427-072-11","T226042700111","A0506293 246714824","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260427-072-12","T226042700112","A0506293 137079715","","","","","WET","작업중"
"HSIONES","P2","CHEM SOAK","260428-072-1","T226042800110","A0506293 240003102","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-2","T226042800111","A0506293 234923603","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-2","T226042800111","A0506293 234923603","9000040639 3123 20018","9000174472 4925 20004","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260428-072-3","T226042800112","A0506293 223715714","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-4","T226042800113","A0506293 240003108","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-4","T226042800113","A0506293 240003108","9000174472 0526 20008","9000174472 4925 20001","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-5","T226042800114","A0506293 219114409","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-5","T226042800114","A0506293 219114409","9000040639 3123 20004","9000174472 5025 20025","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260428-072-6","T226042800115","A0506293 219114407","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-7","T226042800116","A0506293 240003111","9000174472 1225 20014","9000174472 4825 20038","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-7","T226042800116","A0506293 240003111","","","A0491889","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-7","T226042800116","A0506293 240003111","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-8","T226042800117","A0506293 219114412","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-072-8","T226042800117","A0506293 219114412","9000174472 2425 01486","9000174472 5025 20007","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260428-071-1","T226042800134","A0506293 193540606","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-071-2","T226042800135","A0506293 193540607","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-071-2","T226042800135","A0506293 193540607","","9000174472 4925 20003","A0435265","1","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260428-071-3","T226042800136","A0506293 193540602","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-071-4","T226042800137","A0506293 193540609","","","A0491889","5","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-071-4","T226042800137","A0506293 193540609","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-071-5","T226042800138","A0506293 193540601","9000040639 2523 20035","9000174472 5025 20030","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-071-5","T226042800138","A0506293 193540601","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","REFURB","260428-071-5","T226042800138","A0506293 193540601","","","HSM305A12A016","2","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260428-072-10","T226042800140","A0506293 246714803","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260428-072-14","T226042900001","A0506293 194118902","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260429-072-1","T226042900013","A0506293 234923605","","","","","출하검사","작업완료"
"HSIONES","P2","REFURB","260429-072-2","T226042900014","A0506293 212436918","9000174472 3325 20028","9000174472 4825 20043","A0435265","1","출하검사","작업완료"
"HSIONES","P2","REFURB","260429-072-2","T226042900014","A0506293 212436918","","","A0405465","15","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260429-072-3","T226042900038","A0506293 233207216","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260429-071-1","T226042900046","A0596863 237436410","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260429-071-2","T226042900047","A0506293 193540608","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260429-072-4","T226042900048","A0506293 178290303","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260429-072-5","T226042900049","A0496495 129764513","","","","","WET","작업대기"
"HSIONES","P2","WIPE DOWN","260429-072-6","T226042900050","A0496495 133031104","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260429-072-7","T226042900051","A0496495 133031112","","","","","WET","작업대기"
"HSIONES","P2","WIPE DOWN","260430-071-21","T226043000097","A0496495 171644918","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260430-071-22","T226043000098","A0496495 179773104","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260430-071-23","T226043000099","A0496495 181479015","","","","","WET","작업중"
"HSIONES","P2","WIPE DOWN","260430-071-24","T226043000100","A0563802 168846633","","","","","출하검사","작업완료"
"HSIONES","P2","WIPE DOWN","260430-071-25","T226043000101","A0563802 179773101","","","","","출하검사","작업완료"
"HSIONES","P2","CHEM SOAK","260430-072-1","T226043000102","A0506293 213557408","","","","","출하검사","작업완료"
